,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,SEASON
210,Jae Crowder,MIA,29,65,29,36,46.6,17.0,5.6,14.0,40.1,3.4,9.8,34.3,2.4,3.1,77.6,1.3,8.3,9.5,4.0,1.7,1.8,0.6,3.6,39.9,6,0,-3.3,2020
211,Jahlil Okafor,NOP,24,30,9,21,46.5,24.2,10.1,16.1,62.3,0.1,0.3,33.3,4.0,6.2,64.5,4.8,7.9,12.6,3.7,3.8,0.7,2.2,6.7,49.8,2,0,-10.1,2020
212,Jake Layman,MIN,26,23,11,12,43.8,18.2,7.0,15.5,45.3,2.1,6.2,33.3,2.1,2.8,75.0,1.5,3.5,4.9,1.3,2.1,1.5,0.9,4.1,31.0,0,0,1.9,2020
213,Jakob Poeltl,SAS,24,66,30,36,46.4,14.7,6.6,10.5,62.4,0.0,0.0,0.0,1.6,3.4,46.5,5.2,9.7,14.9,4.6,2.1,1.5,3.8,5.0,53.0,4,0,4.7,2020
214,Jalen Brunson,DAL,23,57,34,23,47.6,21.7,8.4,18.1,46.6,2.0,5.6,35.8,2.8,3.5,81.3,1.0,5.2,6.2,8.7,3.1,1.0,0.2,3.4,42.8,2,0,8.0,2020
215,Jalen Lecque,PHX,20,5,2,3,46.5,14.7,5.9,14.7,40.0,0.0,5.9,0.0,2.9,2.9,100,0.0,2.9,2.9,2.9,2.9,0.0,0.0,4.4,19.7,0,0,-29.4,2020
216,Jalen McDaniels,CHA,22,16,7,9,50.1,15.2,5.6,11.9,47.1,1.5,4.1,37.5,2.4,2.9,82.4,2.6,8.5,11.1,2.2,1.9,1.4,0.5,6.1,35.6,0,0,-3.9,2020
217,Jamal Crawford,BKN,40,1,1,0,39.8,33.3,13.3,26.7,50.0,6.7,13.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,6.7,63.3,0,0,26.7,2020
218,Jamal Murray,DEN,23,59,38,21,49.0,28.1,10.5,23.0,45.6,2.9,8.3,34.6,4.2,4.8,88.1,1.2,4.9,6.1,7.3,3.3,1.7,0.4,2.6,49.6,3,0,6.2,2020
219,James Ennis III,ORL,29,69,42,27,47.0,16.9,5.9,13.3,44.6,2.0,6.3,32.5,2.9,3.6,80.6,2.6,6.5,9.1,2.3,2.2,1.3,0.8,5.1,35.5,1,0,-0.1,2020
220,James Harden,HOU,30,68,43,25,46.7,43.9,12.6,28.5,44.4,5.6,15.8,35.5,13.0,15.0,86.5,1.3,7.1,8.4,9.6,5.8,2.4,1.1,4.3,73.0,22,4,5.4,2020
221,James Johnson,MIN,33,32,14,18,45.7,19.9,7.6,15.9,47.9,2.4,6.7,36.3,2.3,3.5,64.6,1.8,6.9,8.7,5.5,3.5,1.8,2.4,5.9,47.6,0,0,-5.5,2020
222,Jared Dudley,LAL,34,45,30,15,47.9,9.0,3.2,7.9,40.0,2.4,5.5,42.9,0.3,0.3,100,0.8,6.1,6.9,3.7,1.1,2.0,0.4,5.4,28.8,0,0,2.4,2020
223,Jared Harper,NYK,22,3,1,2,43.8,11.1,5.6,22.2,25.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0,0,-61.1,2020
224,Jaren Jackson Jr.,MEM,20,57,28,29,46.1,28.1,10.0,21.4,46.9,4.1,10.4,39.4,3.9,5.3,74.7,1.6,5.9,7.4,2.2,2.8,1.1,2.6,6.6,48.8,3,0,-3.0,2020
225,Jarred Vanderbilt,MIN,21,11,6,5,44.3,11.4,4.8,7.6,62.5,0.0,1.0,0.0,1.9,1.9,100,2.9,5.7,8.6,1.9,6.7,2.9,1.0,5.7,29.3,0,0,-26.7,2020
226,Jarrell Brantley,UTA,24,9,3,6,46.8,11.7,4.9,13.7,35.7,1.5,6.3,23.1,0.5,1.0,50.0,1.0,8.8,9.8,5.4,3.4,1.5,2.4,3.4,39.8,0,0,-18.0,2020
227,Jarrett Allen,BKN,22,70,33,37,47.2,19.8,7.7,11.9,64.9,0.0,0.2,0.0,4.4,6.9,63.3,5.5,11.6,17.1,2.8,2.0,1.0,2.3,4.1,52.6,30,0,1.1,2020
228,Jarrett Culver,MIN,21,63,19,44,45.6,17.6,7.0,17.2,40.4,2.0,6.7,29.9,1.6,3.5,46.2,2.1,4.3,6.4,3.3,2.5,1.7,1.2,3.8,36.4,0,0,-3.1,2020
229,Jarrod Uthoff,WAS,27,7,4,3,47.5,17.0,6.3,16.1,38.9,2.7,8.0,33.3,1.8,1.8,100,1.8,3.6,5.4,0.0,0.0,0.9,0.0,1.8,26.1,0,0,8.9,2020
230,Javonte Green,BOS,26,48,33,15,46.5,16.2,6.3,12.5,50.0,0.9,3.3,27.3,2.8,4.2,66.7,2.4,6.9,9.2,2.6,2.3,2.4,0.8,4.3,38.4,0,0,-3.1,2020
231,Jaxson Hayes,NOP,20,64,28,36,44.8,19.6,7.2,10.8,67.2,0.0,0.2,25.0,5.1,7.9,64.7,4.0,6.7,10.8,2.3,2.2,1.1,2.3,6.7,43.9,3,0,-2.4,2020
232,Jaylen Brown,BOS,23,57,38,19,48.4,29.0,10.7,22.2,48.1,3.2,8.5,38.2,4.4,6.1,72.4,1.6,7.6,9.1,3.0,3.1,1.6,0.5,4.2,47.6,8,0,5.7,2020
233,Jaylen Hoard,POR,21,13,7,6,46.2,17.0,6.7,14.3,46.9,0.0,1.3,0.0,3.6,5.8,61.5,6.3,8.1,14.3,1.8,1.8,2.2,0.0,5.4,41.9,0,0,4.5,2020
234,Jaylen Nowell,MIN,20,15,2,13,44.2,16.7,5.6,15.5,35.8,0.9,7.6,11.5,4.7,5.0,94.1,0.9,2.9,3.8,5.6,0.9,0.9,0.3,3.2,32.2,0,0,3.2,2020
235,Jayson Tatum,BOS,22,66,46,20,47.7,32.6,11.6,25.8,45.0,4.0,9.9,40.3,5.4,6.6,81.2,1.3,8.3,9.7,4.2,3.3,2.0,1.2,2.9,56.8,10,0,10.5,2020
236,Jeff Green,HOU,33,48,28,20,46.2,21.8,7.7,16.6,46.2,3.0,8.8,33.9,3.5,4.4,80.2,1.2,5.3,6.4,2.4,2.0,1.3,0.9,4.3,37.6,0,0,-4.1,2020
237,Jeff Teague,ATL,32,59,22,37,45.9,20.1,6.7,15.3,43.6,1.3,3.7,36.8,5.4,6.2,87.3,0.8,3.6,4.5,9.7,3.6,1.4,0.6,3.3,42.2,3,0,-5.3,2020
238,Jerami Grant,DEN,26,71,45,26,48.5,21.8,7.8,16.3,47.8,2.5,6.5,38.9,3.8,5.0,75.0,1.5,4.9,6.4,2.3,1.6,1.3,1.5,3.9,39.4,0,0,-2.2,2020
239,Jeremiah Martin,BKN,24,9,6,3,45.9,29.6,11.1,24.5,45.3,2.3,8.3,27.8,5.1,6.5,78.6,0.5,4.2,4.6,8.3,1.9,3.2,0.9,3.2,58.3,0,0,-7.9,2020
240,Jeremy Lamb,IND,28,46,27,19,48.1,21.5,8.1,17.9,45.1,2.0,5.9,33.5,3.4,4.1,83.6,0.9,6.6,7.5,3.6,1.9,2.0,0.8,3.9,42.6,2,0,0.0,2020
241,Jeremy Pargo,GSW,34,3,0,3,48.7,27.5,12.1,24.2,50.0,3.3,7.7,42.9,0.0,1.1,0.0,1.1,2.2,3.3,8.8,4.4,1.1,0.0,8.8,43.5,0,0,0.0,2020
242,Jerian Grant,WAS,27,6,1,5,46.2,15.5,5.7,15.5,37.0,1.1,4.6,25.0,2.9,4.0,71.4,1.1,2.3,3.4,5.2,1.7,0.6,0.6,6.3,29.1,0,0,-1.7,2020
243,Jerome Robinson,WAS,23,63,36,27,44.7,14.5,5.2,14.1,37.1,2.2,7.0,32.0,1.8,2.6,70.2,0.6,5.3,5.9,4.0,2.2,1.3,0.8,5.1,31.5,0,0,-1.6,2020
244,Jevon Carter,PHX,24,58,29,29,46.8,14.2,5.0,12.0,41.6,3.1,7.2,42.5,1.1,1.3,85.2,1.5,4.4,5.8,4.2,1.6,2.3,0.8,4.3,35.4,0,0,-0.6,2020
245,Jimmy Butler,MIA,30,58,38,20,48.6,28.7,8.6,18.8,45.5,0.7,3.0,24.4,10.9,13.0,83.4,2.6,6.9,9.6,8.7,3.1,2.6,0.8,2.0,60.1,11,3,6.4,2020
246,Joakim Noah,LAC,35,5,4,1,43.2,12.1,3.4,6.9,50.0,0.0,0.0,0.0,5.2,6.9,75.0,4.3,9.5,13.8,6.0,5.2,0.9,0.9,7.8,37.7,0,0,-16.4,2020
247,Joe Chealey,CHA,24,4,1,3,48.5,2.9,0.0,10.1,0.0,0.0,5.8,0.0,2.9,2.9,100,0.0,0.0,0.0,1.4,2.9,5.8,0.0,2.9,19.6,0,0,-26.1,2020
248,Joe Harris,BKN,28,69,33,36,46.7,22.0,8.4,17.3,48.6,3.8,8.9,42.4,1.4,2.0,71.9,1.4,5.2,6.6,3.2,2.3,0.9,0.4,3.5,36.1,0,0,1.9,2020
249,Joe Ingles,UTA,32,72,44,28,47.8,15.8,5.5,12.4,44.5,3.2,7.9,39.9,1.7,2.1,78.7,0.6,5.6,6.2,8.3,3.2,1.5,0.2,3.4,37.7,3,0,5.3,2020
250,Joel Embiid,PHI,26,51,32,19,47.0,36.6,11.9,25.0,47.7,1.8,5.4,33.1,11.0,13.6,80.7,4.4,14.1,18.5,4.7,5.0,1.4,2.0,5.4,71.3,37,0,5.1,2020
251,John Collins,ATL,22,41,15,26,46.1,29.9,11.9,20.5,58.3,2.0,5.0,40.1,4.1,5.1,80.0,3.9,10.1,14.1,2.0,2.5,1.0,2.2,4.7,57.2,22,0,-5.6,2020
252,John Henson,DET,29,40,8,32,47.8,17.6,7.6,13.6,55.6,0.6,2.9,22.2,1.8,3.7,50.0,3.7,9.2,12.9,4.3,2.9,1.9,3.3,6.2,52.5,1,0,-1.5,2020
253,John Konchar,MEM,24,19,9,10,46.3,13.8,6.1,9.5,64.9,1.3,2.6,50.0,0.3,0.5,50.0,4.6,7.4,12.0,5.6,1.8,1.8,0.8,1.8,42.6,0,0,9.2,2020
254,Johnathan Motley,LAC,25,13,8,5,45.7,31.1,12.2,16.7,73.3,1.1,1.1,100,5.6,7.8,71.4,3.3,7.8,11.1,8.9,5.6,3.3,0.0,6.7,62.2,0,0,3.3,2020
255,Johnathan Williams,WAS,25,15,7,8,47.8,12.0,5.1,9.0,55.9,0.0,0.5,0.0,1.9,3.5,53.8,6.4,10.6,17.0,2.1,1.3,0.3,2.1,4.3,41.4,0,0,-10.4,2020
256,Jonah Bolden,PHX,24,7,6,1,44.8,9.5,3.8,10.5,36.4,0.0,3.8,0.0,1.9,3.8,50.0,2.9,5.7,8.6,0.0,1.9,2.9,1.9,9.5,32.2,0,0,1.0,2020
257,Jonas Valanciunas,MEM,28,70,32,38,46.4,26.3,10.9,18.6,58.5,0.8,2.3,35.2,3.7,5.0,74.0,5.4,14.5,19.8,3.3,3.2,0.8,1.9,4.7,59.8,39,1,0.1,2020
258,Jonathan Isaac,ORL,22,34,15,19,48.0,19.8,7.6,16.3,47.0,1.6,4.6,34.0,2.9,3.8,77.9,2.8,8.5,11.3,2.4,2.4,2.6,3.8,4.1,53.8,5,0,0.9,2020
259,Jordan Bell,CLE,25,29,8,21,45.8,16.6,6.3,12.0,52.2,0.7,2.1,33.3,3.4,5.5,61.3,5.4,9.1,14.5,2.9,3.8,0.5,1.8,3.4,41.5,0,0,-1.4,2020
260,Jordan Bone,DET,22,10,3,7,48.2,10.9,4.5,18.2,25.0,1.8,9.1,20.0,0.0,0.0,0.0,0.0,3.6,3.6,7.3,1.8,0.9,0.0,5.5,27.1,0,0,0.0,2020
261,Jordan Clarkson,UTA,28,71,34,37,48.0,30.3,11.1,24.4,45.4,4.3,11.6,36.8,3.9,4.6,83.6,1.4,3.9,5.3,3.8,2.7,1.3,0.5,3.0,44.9,0,0,-0.1,2020
262,Jordan McLaughlin,MIN,24,30,7,23,45.0,17.4,6.6,13.6,48.9,2.2,5.8,38.2,2.0,3.0,66.7,0.5,3.2,3.7,9.5,2.4,2.6,0.3,2.4,42.5,2,0,-5.3,2020
263,Jordan McRae,DET,29,37,12,25,45.9,24.9,8.7,21.4,40.7,2.6,7.4,35.7,4.9,6.4,76.1,1.1,6.2,7.3,5.4,2.5,1.2,0.9,4.3,45.8,0,0,-4.3,2020
264,Jordan Poole,GSW,21,57,12,45,46.2,18.2,6.1,18.2,33.3,2.7,9.6,27.9,3.4,4.3,79.8,0.3,4.0,4.3,4.9,2.7,1.3,0.4,3.4,32.9,0,0,-7.2,2020
265,Josh Gray,NOP,26,2,1,1,48.3,4.3,2.1,4.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,4.3,4.3,10.6,0.0,0.0,2.1,5.1,0,0,-14.9,2020
266,Josh Hart,NOP,25,65,26,39,45.7,17.1,5.9,13.9,42.3,3.2,9.2,34.2,2.2,3.0,73.9,1.6,9.5,11.1,2.8,2.0,1.6,0.6,4.2,39.4,10,0,-3.0,2020
267,Josh Jackson,MEM,23,22,10,12,45.2,23.5,8.3,18.9,44.0,2.7,8.5,31.9,4.2,5.9,70.0,1.3,6.5,7.8,4.2,3.3,2.1,1.1,4.7,45.4,0,0,2.8,2020
268,Josh Magette,ORL,30,8,3,5,48.6,15.4,6.4,19.2,33.3,1.3,5.1,25.0,1.3,2.6,50.0,1.3,6.4,7.7,6.4,6.4,3.8,1.3,5.1,43.2,0,0,1.3,2020
269,Josh Okogie,MIN,21,62,19,43,45.3,15.6,5.0,11.7,42.7,1.2,4.5,26.6,4.5,5.6,79.6,2.5,5.3,7.9,2.9,2.5,2.0,0.8,4.1,35.1,0,0,-4.7,2020
270,Josh Reaves,DAL,23,4,2,2,50.6,14.3,5.4,16.1,33.3,0.0,3.6,0.0,3.6,3.6,100,1.8,3.6,5.4,5.4,0.0,0.0,0.0,8.9,28.8,0,0,8.9,2020
271,Josh Richardson,PHI,26,55,33,22,47.8,21.3,7.8,18.2,43.0,2.4,7.0,34.1,3.2,4.0,80.9,1.2,3.8,4.9,4.6,2.9,1.5,1.0,3.8,38.6,0,0,3.4,2020
272,Jrue Holiday,NOP,30,61,26,35,46.0,25.3,9.9,21.8,45.5,2.6,7.5,35.3,2.8,4.0,70.9,1.7,4.7,6.4,8.9,4.0,2.1,1.0,3.1,51.8,10,1,0.8,2020
273,Juan Toscano-Anderson,GSW,27,13,3,10,48.2,12.2,5.1,11.2,46.0,1.4,4.1,34.8,0.5,0.9,60.0,1.6,7.6,9.2,4.6,2.8,2.3,0.9,5.3,36.9,0,0,-14.0,2020
274,Juancho Hernangomez,MIN,24,48,24,24,45.7,15.8,5.5,13.6,40.5,2.4,7.1,34.1,2.4,3.9,62.0,2.4,8.5,10.8,2.2,1.8,1.0,0.5,3.5,34.9,4,0,-3.0,2020
275,Julius Randle,NYK,25,64,21,43,48.1,28.8,10.7,23.2,46.0,1.5,5.3,27.7,6.0,8.1,73.3,3.5,10.9,14.4,4.6,4.5,1.2,0.5,4.1,53.6,30,0,-5.6,2020
276,Justin Anderson,BKN,26,10,6,4,45.3,11.8,4.2,16.0,26.3,2.5,12.2,20.7,0.8,1.7,50.0,0.4,8.4,8.9,3.4,1.7,0.0,2.5,5.5,33.4,0,0,1.3,2020
277,Justin Holiday,IND,31,73,45,28,47.0,15.5,5.4,12.5,42.8,3.4,8.5,40.5,1.4,1.7,79.1,0.8,5.3,6.1,2.4,1.1,2.2,1.2,3.5,35.6,0,0,0.9,2020
278,Justin Jackson,DAL,25,65,39,26,47.3,16.3,6.1,15.4,39.6,2.2,7.4,29.4,1.9,2.3,84.0,1.2,5.7,7.0,2.4,0.6,0.7,0.5,3.1,30.9,0,0,0.2,2020
279,Justin James,SAC,23,36,14,22,46.1,17.7,6.9,16.7,41.7,1.8,5.8,31.0,2.0,4.2,47.6,1.2,5.2,6.3,3.6,1.6,1.2,1.8,3.4,38.0,0,0,-5.2,2020
280,Justin Patton,DET,23,5,2,3,41.8,15.5,6.9,17.2,40.0,1.7,6.9,25.0,0.0,0.0,0.0,1.7,6.9,8.6,3.4,3.4,0.0,0.0,6.9,27.6,0,0,-27.6,2020
281,Justin Robinson,WAS,22,9,2,7,48.2,12.9,5.0,11.9,41.7,3.0,5.0,60.0,0.0,0.0,0.0,1.0,4.0,5.0,6.9,3.0,0.0,1.0,2.0,29.2,0,0,30.7,2020
282,Justin Wright-Foreman,UTA,22,4,1,3,47.0,19.8,7.3,20.8,35.0,2.1,10.4,20.0,3.1,4.2,75.0,0.0,5.2,5.2,7.3,3.1,2.1,0.0,5.2,40.1,0,0,-31.3,2020
283,Justise Winslow,MEM,24,11,7,4,45.7,16.1,6.5,16.8,38.8,0.8,3.5,22.2,2.3,3.5,66.7,2.1,7.4,9.5,5.7,3.1,0.9,0.6,4.9,37.6,1,0,6.8,2020
284,Jusuf Nurkic,POR,25,8,6,2,47.0,26.2,10.0,20.2,49.5,0.4,1.9,20.0,5.8,6.5,88.6,4.3,10.9,15.2,5.9,3.5,2.0,3.0,7.2,64.8,3,0,-0.7,2020
285,Juwan Morgan,UTA,23,21,12,9,46.0,12.3,5.1,8.9,57.7,1.0,2.7,37.5,1.0,1.4,75.0,3.4,6.5,9.9,2.1,2.1,0.3,0.7,6.5,28.4,0,0,10.3,2020
286,KZ Okpala,MIA,21,5,2,3,50.9,13.7,5.9,9.8,60.0,0.0,2.0,0.0,2.0,3.9,50.0,2.0,7.8,9.8,2.0,2.0,3.9,2.0,3.9,44.1,0,0,-29.4,2020
287,Kadeem Allen,NYK,27,10,3,7,46.1,19.7,7.5,17.3,43.2,2.0,6.3,31.3,2.8,4.3,63.6,0.8,2.8,3.5,8.3,3.1,2.0,0.8,2.8,41.5,0,0,-8.3,2020
288,Karl-Anthony Towns,MIN,24,35,10,25,45.7,35.6,12.2,23.9,50.8,4.4,10.7,41.2,6.9,8.7,79.6,3.7,10.9,14.5,5.9,4.2,1.3,1.6,4.5,66.3,24,0,-0.6,2020
289,Kawhi Leonard,LAC,29,57,41,16,47.7,39.8,13.7,29.2,47.0,3.2,8.4,37.8,9.2,10.4,88.6,1.4,9.0,10.4,7.2,3.8,2.7,0.9,2.9,69.8,13,1,12.3,2020
290,Keita Bates-Diop,DEN,24,44,10,34,46.5,18.0,6.2,14.6,42.7,2.1,6.4,33.0,3.4,4.7,72.0,1.6,6.4,7.9,1.9,1.1,1.2,1.5,2.7,37.3,0,0,-10.7,2020
291,Kelan Martin,MIN,24,31,12,19,45.2,18.0,6.5,16.5,39.2,2.3,8.8,26.0,2.7,2.8,96.8,1.1,7.7,8.8,2.1,1.8,0.6,0.8,4.7,34.2,0,0,-2.0,2020
292,Keldon Johnson,SAS,20,17,8,9,44.6,22.8,7.9,13.2,59.6,1.9,3.3,59.1,5.2,6.5,79.5,1.5,7.0,8.5,2.2,1.9,2.1,0.3,4.2,41.5,1,0,9.9,2020
293,Kelly Olynyk,MIA,29,67,41,26,47.1,19.9,6.7,14.4,46.2,3.4,8.5,40.6,3.1,3.6,86.0,1.6,9.5,11.1,4.2,2.6,1.6,0.8,6.3,44.3,3,0,2.2,2020
294,Kelly Oubre Jr.,PHX,24,56,22,34,47.0,25.4,9.1,20.1,45.2,2.6,7.5,35.2,4.7,6.0,78.0,1.6,7.1,8.8,2.1,2.0,1.7,1.0,4.7,45.1,9,0,-0.7,2020
295,Kemba Walker,BOS,30,56,37,19,47.9,31.5,10.4,24.5,42.5,5.0,13.0,38.1,5.8,6.7,86.4,1.0,5.0,6.0,7.4,3.2,1.3,0.8,2.5,52.8,2,0,6.8,2020
296,Kendrick Nunn,MIA,24,67,42,25,48.4,25.2,9.9,22.5,43.9,3.4,9.6,35.0,2.1,2.5,85.0,0.5,3.9,4.4,5.4,2.8,1.4,0.4,3.7,41.1,0,0,1.5,2020
297,Kenrich Williams,NOP,25,39,12,27,46.5,7.6,2.9,8.2,34.7,1.4,5.4,25.8,0.5,1.5,34.6,2.9,7.6,10.4,3.2,1.2,1.5,1.2,4.9,31.7,0,0,-1.5,2020
298,Kent Bazemore,SAC,30,68,32,36,46.8,16.6,5.5,14.8,37.5,2.3,6.8,34.4,3.1,4.1,76.9,0.7,7.4,8.2,2.6,2.5,2.1,1.1,5.4,37.2,0,0,0.3,2020
299,Kentavious Caldwell-Pope,LAL,27,69,51,18,46.7,17.1,6.3,13.4,46.7,2.4,6.3,38.5,2.1,2.7,77.5,1.0,2.8,3.8,2.9,1.6,1.5,0.4,3.4,30.0,0,0,4.1,2020
300,Kevin Hervey,OKC,23,10,3,7,43.1,14.0,5.8,22.3,25.9,2.5,16.5,15.0,0.0,0.0,0.0,0.8,9.1,9.9,4.1,0.0,0.8,0.8,3.3,37.1,0,0,-28.1,2020
301,Kevin Huerter,ATL,21,56,19,37,46.2,17.9,6.6,16.0,41.3,3.3,8.8,38.0,1.4,1.7,82.8,0.9,5.1,6.0,5.6,2.3,1.3,0.7,3.6,37.3,2,0,-6.3,2020
302,Kevin Knox II,NYK,20,65,21,44,46.9,16.9,5.8,16.1,35.9,2.6,8.0,32.7,2.7,4.1,65.3,1.1,6.3,7.4,2.5,1.8,0.9,1.1,4.3,33.8,0,0,-7.2,2020
303,Kevin Love,CLE,31,56,16,40,47.8,26.5,8.8,19.5,45.0,3.9,10.5,37.4,5.0,5.9,85.4,1.4,13.2,14.7,4.8,3.8,0.9,0.5,2.4,51.7,23,0,-7.2,2020
304,Kevin Porter Jr.,CLE,20,50,15,35,48.1,20.6,7.7,17.4,44.2,2.2,6.5,33.5,3.0,4.2,72.3,0.9,5.8,6.7,4.5,3.8,1.9,0.6,5.6,39.0,0,0,-12.0,2020
305,Kevon Looney,GSW,24,20,6,14,46.4,12.1,5.1,14.0,36.7,0.2,2.5,7.1,1.6,2.1,75.0,5.0,6.7,11.7,3.5,2.1,2.1,1.1,6.0,38.9,0,0,-17.6,2020
306,Khem Birch,ORL,27,48,19,29,48.1,11.1,3.8,7.5,51.0,0.0,0.1,0.0,3.4,5.3,65.3,4.7,6.7,11.5,2.6,1.6,1.0,1.2,4.7,33.9,0,0,-6.8,2020
307,Khris Middleton,MIL,28,62,46,16,45.1,31.5,11.5,23.0,49.7,3.6,8.6,41.5,5.1,5.5,91.6,1.1,8.2,9.3,6.4,3.3,1.3,0.2,3.5,53.4,7,0,12.2,2020
308,Khyri Thomas,DET,24,8,2,6,50.6,14.0,4.1,14.0,29.4,4.1,11.6,35.7,1.7,3.3,50.0,0.8,0.0,0.8,2.5,2.5,2.5,0.0,7.4,23.7,0,0,-29.8,2020
309,Kostas Antetokounmpo,LAL,22,5,3,2,43.7,15.2,6.5,6.5,100,0.0,0.0,0.0,2.2,4.3,50.0,4.3,2.2,6.5,4.3,2.2,0.0,0.0,4.3,27.4,0,0,15.2,2020
310,Kris Dunn,CHI,26,51,19,32,47.5,14.0,5.7,12.8,44.4,1.1,4.2,25.9,1.5,2.0,74.1,0.9,6.1,7.0,6.5,2.5,3.8,0.6,5.9,42.7,0,0,-1.1,2020
311,Kristaps Porzingis,DAL,24,57,32,25,47.2,30.3,10.4,24.3,42.7,3.7,10.5,35.2,5.9,7.4,79.9,2.6,11.5,14.1,2.7,2.4,1.1,3.0,4.8,61.0,25,0,7.0,2020
312,Ky Bowman,GSW,23,45,9,36,47.2,15.6,6.2,14.9,41.7,1.5,5.0,30.8,1.6,1.9,82.9,1.1,4.5,5.6,6.1,3.3,2.0,0.5,4.7,35.7,0,0,-8.1,2020
313,Kyle Alexander,MIA,23,2,0,2,43.1,6.5,3.2,6.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.2,9.7,0.0,3.2,0.0,0.0,3.2,14.8,0,0,-9.7,2020
314,Kyle Anderson,MEM,26,67,32,35,45.9,13.4,5.4,11.4,47.4,0.8,2.9,28.2,1.8,2.7,66.7,2.0,7.8,9.8,5.6,2.3,1.9,1.3,3.8,40.8,0,0,-3.1,2020
315,Kyle Guy,SAC,22,3,2,1,39.9,16.7,8.3,20.8,40.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,4.2,4.2,4.2,0.0,0.0,0.0,4.2,27.9,0,0,-45.8,2020
